,p1GameName,p1Tagline,p2GameName,p2Tagline,winrate
1276,라캄파넬라,0000,팀운지리노,KR1,25.0
1277,Not noob,KR1,역삼그래플러,1111,60.0
1278,Not noob,KR1,모 켠,1111,61.53846153846154
1279,아맞다우산,KR2,엽떡핑,엽떡핑,56.25
1280,목소리의형태,마지막잎새,linfa,KR1,58.333333333333336
1281,환경파괴의주범을알아버린 북극곰,1111,전두환,반란군,60.0
1282,shuoiezaijiana,KR2,오우현성,KR1,52.17391304347826
1283,jax king1,KR1,민영예쁘다,kr2,68.75
1284,모르는데옹,KR1,황춘숙,검버섯,56.25
1285,노루멍,KR1,nyokw,KR1,64.28571428571429
1286,아바타 파괴자,파괴자자,Anonymous1,KR1,69.23076923076923
1287,12년생 유망주,KR1,임또정,KR1,42.857142857142854
1288,성 승 욱,유성구,영 진,КR1,46.15384615384615
1289,팥붕어빵,싸만코,cb걸면d짐12,KR11,75.86206896551724
1290,소밥아저씨,KR1,MasterpieceP,KR1,50.0
1291,보라색맛솜밍,미니진,dpi1000 40,1000,45.45454545454545
1292,루돌프의종말,KR1,트주아니,KR1,68.42105263157895
1293,거미원숭이,KR1,전기톱 악마,KR1,68.75
1294,설 윤,윤아사랑해,다 히,혜 지,63.63636363636363
1295,Jiho,0404,태양보다뜨거운,KR1,53.57142857142857
1296,팀운좀 줘,KR1,MetallicA,Kr11,63.63636363636363
1297,변함없는,KR2,요 밍,KR0,76.66666666666667
1298,전라탱크보이,KRI,zzc,KR1,50.0
1299,이채영,1008,마 롱,마 롱,60.0
1300,녹 차,7777,king paca,KR1,66.66666666666666
1301,알파카,8366,알파카똥꼬,8366,66.66666666666666
1302,82세김복동할배의개지리는플레이,3710,랖 시,KR1,38.46153846153847
1303,또깡이 힘들다,KR1,포도쮸,KR1,66.66666666666666
1304,이 순 신,거 북 선,jump king,ZAC,36.36363636363637
1305,김철근,KR1,로밍서폿 노양심,KR1,60.0
1306,리자몽,1642,XwwwwwwwwwwwwwwX,KR1,53.57142857142857
1307,니이모를 찾아서,1014,정미장인,버스승객,61.53846153846154
1308,니이모를 찾아서,1014,쑴바보,쑴바보,81.81818181818183
1309,나여 차태웅,03102,비바람바다,KR1,66.66666666666666
1310,허점을노린묘수,KR1,죽밀라,kr2,60.0
1311,니블루빼먹기,KR1,베이가김,KR1,72.0
1312,압박 요청,KR1,토끼우유,KR1,63.63636363636363
1313,KHAN,sexy,범백호,호랑이,58.333333333333336
1314,강조되고반복되는소리는강아지를,KR1,니가가면나도간다,KR1,66.66666666666666
1315,승훈아 내려가자,KR1,에있힙팔,KR1,50.0
1316,10asdfq,7140,개고기중독형욱이,KR1,42.857142857142854
1317,KAIST23이동헌,KR1,신비준,KR1,60.0
1318,용주냥이,KR1,Dosik,KR2,36.0
1319,카운트다운,0415,루디아 악어크림,KR1,66.66666666666666
1320,작은골렘,작은골렘,큰 골렘,큰 골렘,57.89473684210527
1321,떨어지는데날개는필요없다,KR0,봉태군,매발톱단,57.89473684210527
1322,떨어지는데날개는필요없다,KR0,철학과 윤리를 통달한 남자,0906,45.45454545454545
1323,나에게 무슨 짓을 하시는,111,스타 개복치,123,72.72727272727273
1324,양학 죄송합니다 빨리올라갈게요,양학러,코인박사 홍철이,DOGE,72.72727272727273
1325,소보로보소,KR2,Do Mom Die,KR1,69.23076923076923
1326,조아람,1110,기 토,KR2,70.58823529411765
1327,조아람,1110,PAVA,ROTI,81.81818181818183
1328,김채원,0524,몽 동,몽 동,63.63636363636363
1329,우리 눈나,KR1,사랑해영,KR1,72.0
1330,싱글벙글스크류바,싱글벙글,도선생,칼날부리,56.00000000000001
1331,별이캔따개,KR1,lonely,kr22,77.77777777777779
1332,괴물쥐 구조대 ,KR1,두카티부가,KR2,36.84210526315789
1333,좋은소식있는데들을거냐는이재용,2234,FA 수킹,훈수킹,66.66666666666666
1334,죠때뉴,KR1,초록맘모스,0725,52.17391304347826
1335,Huyatv advance,KR1,squirt,0212,66.66666666666666
1336,나는 없어,KR1,주희봄,0000,76.66666666666667
1337,랭크 계엄령,윤두창1,Tame Impala,11112,72.72727272727273
1338,Qwon,0118,뚜상필,Udyr,41.66666666666667
1339,baoxiangui,KR1,is1,1234,50.0
1340,내 위주로 안하면 갖다 박음,KR1,우리개는안물어요,1234,47.61904761904761
1341,맛있어서쏘리쏘리신당동떡볶이스낵,00000,전격 Z작전,12323,53.333333333333336
1342,Bon Jovi,John,막 만지셨잖아욧,KR1,63.1578947368421
1343,그차리에 그시칸에,0404,lady7,1212,68.42105263157895
1344,핵버튼,KR1,김수돌,KR1,63.63636363636363
1345,나구영,KR1,혀니비니모,0517,50.0
1346,IRELKLNG,25722,크앙 나는 상어다,KR1,70.0
1347,똥망갱,KR1,Shin,Sin6,62.5
1348,강홍구1,KR1,요조숙녀 이승준,KR1,73.33333333333333
1349,똥챔교수님,KR1,나야나재방이라구,KR2,53.333333333333336
1350,정수냥,S 2,中国造假者,造假者,50.0
1351,구마유시,116,한밭대 신입생,KR1,66.66666666666666
1352,호평인,KR1,uams,KR1,27.27272727272727
1353,소없방,GAS,파괴킹,KR1,61.53846153846154
1354,소없방,GAS,파괴킹,KR2,50.0
1355,만 월,이지금,つoωovつ,KR 1,57.14285714285714
1356,임시소환사명,1116,동녘동나타날현,KR1,56.25
1357,나는 비겁해,KR1,협 업,KR1,72.72727272727273
1358,나는 비겁해,KR1,미끼리뿌우,1234,80.0
1359,현소하,KR1,그 시절 LemonTree,0418,64.28571428571429
1360,꽃 뱀,돈 줘,金荣仁,中文学院,50.0
1361,일광욕,2005,윤 호,1127,53.333333333333336
1362,Haelly,KR1,李相燁,李相燁,44.0
1363,베켄v,KR1,다람쥐 도토리 뺏기,2627,64.70588235294117
1364,Evior,KR1,구다리,0929,64.70588235294117
1365,Evior,KR1,이니시는확실하게,KR1,76.92307692307693
1366,skslekfo,KR1,김건뻥,KR1,68.0
1367,08년생 Viper,KR1,EGONZO,KR1,73.33333333333333
1368,10l0l011011l0ll1,0101,날쌘이 김쌘돌,FA1,68.18181818181817
1369,Wave to Earth,웨이비,쿠릉쿠릉붕어빵,KR1,35.714285714285715
1370,왜들그리다운돼있어,KR3,아무노래나일단틀어,KR3,41.17647058823529
1371,hungrynono,KR1,haxiya,KR1,70.0
1372,월요일,일주일,IlIllIlIIllII,KR1,61.111111111111114
1373,고도의 집중력,KR1,공석우,KR1,53.333333333333336
1374,립스틱사죠,KOR1,IXIIIIIIIIIIIIII,KR1,45.45454545454545
1375,롤토체스,실력과 운,완전 진심,KR1,46.666666666666664
1376,디 아,FOCS,Pati,KR1,78.94736842105263
1377,빡나라,KR1,츄 엘,KR1,80.0
1378,강동캣맘카페지명수배자,KR2,YASKING,KR3,40.0
1379,무적튼튼백골용사,KR1,사주봐준다면서여자번호따는공관식,dm주세요,70.0
1380,나는 만두,따끈따끈,이승현,KR1,63.63636363636363
1381,바텀개,개서연,말랑카우 꼬집기 5단,비틀고싶네,73.07692307692307
1382,697,1999,쪼렙인디말로하자,KR1,50.0
1383,gnflzkzp,KR1,뽀현이,2002,64.28571428571429
1384,화내면 치매,KR1,우              흥,이재우일베,57.692307692307686
1385,강아지 뼈다귀뺏기 장인,강아지내꺼,카리나,사우르스,72.0
1386,就月將,111,김민지,222,30.76923076923077
1387,블라디라네,31KR1,짬뽕뮹,0917,53.84615384615385
1388,꼬집어죽여버리기,99999,화장실 청소당번,쓱싹쓱싹,40.0
1389,도구가숟가락으로,KR2,Lv 1 한구리,KR1,54.166666666666664
1390,더미친놈,019,변이하면그만이야,KR1,54.54545454545454
1391,세팍님,요아정,M24,KRl,83.33333333333334
1392,쓰레쉬꾼,KR1,GetSeaBallSheKey,KR1,53.333333333333336
1393,만개한 꽃잎,KR1,야옹서윤,지켜죠,58.333333333333336
1394,우리팀 하리보,KR1,꿀 모 노,KR1,50.0
1395,조끄튼거맛있네,KR1,스오쟁이,KR1,64.28571428571429
1396,Mahp,BD4,khw1126,khw,72.72727272727273
1397,고따이준,1594,운기조식,KR1,50.0
1398,레전드리우스,KR1,두부애용,KR1,56.666666666666664
1399,안경찾는안경,1001,엉부리,부리부리,63.33333333333333
1400,무중력 자유낙하,0725,원영적사고,Lzlvz,47.05882352941176
1401,무중력 자유낙하,0725,指挥世界,명바이,66.66666666666666
1402,말랑뚱돼지,KR1,요리조리오리궁디,KR1,52.63157894736842
1403,말랑뚱돼지,KR1,말랑뚱땡,KR1,0.0
1404,우짤까르곰,KR1,Neko,空の猫,100.0
1405,달곰창,KR1,수자재지,KR1,27.77777777777778
1406,공주대장님,KR1,즐거운편이야,KR1,68.0
1407,멍청이빠꾸,KR1,NoOwlRock,Unzi,45.45454545454545
1408,희저격,KR1,사당윈터,kr12,60.0
1409,얼려주지,KR1,니 내 키 아나,KR1,68.96551724137932
1410,충성스런댕댕이,KR1,모수 안성재,3STAR,70.58823529411765
1411,우채연,KR2,겨쩐떠,KR2,63.63636363636363
1412,많이심심한망고,KR1,유 예 진,ADHD,54.54545454545454
1413,나는아닐거아니야,00000,오직 나만 믿기,KR1,47.368421052631575
1414,인생살면뭐하지,KR1,인사해조,KR1,52.94117647058824
1415,거북이국물,KR1,열심히오스,KR1,36.36363636363637
1416,밥 공,KR1,세상귀여운재용이,KR1,65.38461538461539
1417,김묵직,묵직묵직,섹시슬림케피,KR1,75.0
1418,good peng,KR1,대 무 태,0523,40.0
1419,잠 많이 잘래,123,감자마룽,KR1,37.5
1420,돌아온찐사나이,KR1,Vave,KR1,25.0
1421,키키키키키키키키키키키키키키키키,3705,제 잘못 아님,KR1,46.666666666666664
1422,알파화이팅,KR1,앵간하게재수강,KR1,50.0
1423,공화국장,KR1,sakeal,KR1,41.66666666666667
1424,허서은1,KR1,마이정글플레이,KR1,77.27272727272727
1425,베네치아,8067,난너네안믿어,KR1,50.0
1426,소환사 돈마블,KR1,버스 좀,KR1,33.33333333333333
1427,벙 쓴,KR1,기기태,KR1,76.92307692307693
1428,쮸빠삐무녜뇨,두비두밥,성심당빵셔틀,명란바게트,36.36363636363637
1429,비둘기 관리자 ,KR1,봄엶갈결,KR 1,57.14285714285714
1430,찐막승,KR1,pnpm,1235,25.0
1431,찐막승,KR1,텔 탑니다,KR1,30.0
1432,롤노잼,123,혜연2,0911,69.23076923076923
1433,스콧 맥토미니,NO39,난 슬플때 제라스를 해,123,28.57142857142857
1434,진짜멘탈약함,KR2,삼팔광땡,한끗차이,36.36363636363637
1435,wkdgh1020,KR1,후시구로 토우지,4211,33.33333333333333
1436,뭐 얌,KR1,yayo7,KR1,30.0
1437,A D,H D1,블츠의기묘한모험,Blitz,63.1578947368421
1438,오만한 침팬지,KR1,목이버섯,KM2,42.10526315789473
1439,수전드,KR1,홍대겜소20,KR1,53.84615384615385
1440,Bloomy,KR1,엄티의 등껍질,kr7,53.84615384615385
1441,콩 떡,유애나,허 니,승 헌,52.94117647058824
1442,콩 떡,유애나,SRP우산도둑이승빈,도둑년,80.0
1443,영쭌오브레전드,KR1,나 왜 지는거임,KR1,73.33333333333333
1444,고전파,개고수,채수빈,사랑해,36.36363636363637
1445,거렁뱅이들,KR1,성악과 교수,마스께라,60.0
1446,천 마,914,지렷쥬,kr2,35.294117647058826
1447,검은콩,6606,넉넉할 유,KR1,50.0
1448,검은콩,6606,민 지,blue,53.84615384615385
1449,사미라,KR40,도태된 남자,KR1,46.15384615384615
1450,감수성 부족함,KR1,01066078155,KR1,72.72727272727273
1451,sadfaced,KR1,이거 어떡하지,KR1,62.5
1452,KE1TA,KR1,생강이는진저,KR1,40.0
1453,너의그대,KR1,BURBERRYHOON,KR1,85.71428571428571
1454,ieieieieieieieie,KR1,Kia in,9915,43.75
1455,ieieieieieieieie,KR1,Lv 1 악어장군,KR1,53.84615384615385
1456,천유빈,KR1,째째한튀김우동,KR1,60.0
1457,Proper Decorum,KR1,나는야전설의개초딩꼬우면DM문의,123,43.75
1458,Proper Decorum,KR1,모코 하와이,KR1,23.076923076923077
1459,딱따부리,구리박기,선규야 밥먹자,KR1,53.57142857142857
1460,상자야,KR1,내 폴더,KR1,43.47826086956522
1461,호 건,01234,달과별,5655,45.45454545454545
1462,망나니,Daily,天上天下 唯我独尊,shine,52.17391304347826
1463,꺾지마라 내마음,KR1,서포터,1686,55.55555555555556
1464,나효진인데,gldrn,gldrn,KR1,56.666666666666664
1465,성혜원,KR1,아따가맘마다,KR1,51.724137931034484
1466,망겜의매칭주작,KR2,티모애호가,KR2,41.17647058823529
1467,I BE LIKE,KR1,꿀 벌,양봉업자,60.0
1468,I BE LIKE,KR1,구레엥,KR1,80.0
1469,Damn Game,KR2,니말이다맞아,9452,70.0
1470,Damn Game,KR2,91z,1991,70.0
1471,가슴빨고싶다,마시따,난다시왔어,KR2,54.54545454545454
1472,가슴빨고싶다,마시따,난이제왔어,KR2,36.36363636363637
1473,일간베이가,디시도 함,정이년,0729,40.74074074074074
1474,아이린,5233,AS spell,KR1,43.75
1475,아이린,5233,수제새우깡,KR1,57.14285714285714
1476,잔나미안,KR1,아진짜제발,죠민기,50.0
1477,잭시무스,잭시무스,본 립 도 생,7881,50.0
1478,오픈 봇 2호기,혜지보면오,ガブンクン,Garen,50.0
1479,크리스범스테드,등운동,다강다강다가강,KR1,41.17647058823529
1480,바선생,KR3,침착하자현진아,KR1,50.0
1481,라영준이,KR1, 송강동 쩝쩝석사,KR1,45.45454545454545
1482,허버허버젤리먹기,KR0,냥줍장인,KR1,50.0
1483,허버허버젤리먹기,KR0,아쿠알라움,KR1,60.0
1484,뒤통수맞는아낙네,8520,그냥 이렐,KR1,70.0
1485,바닥미장,기리보이,Radiohead,1219,54.54545454545454
1486,파멸의국밥,KR1,CHOI,COYG,58.333333333333336
1487,럭키밍키,KR2,자르반간장반,KR1,55.172413793103445
1488,Lilpa,6702,다락다락다라락,kr2,47.05882352941176
1489,Y E,yzyzy,바텀머리부수기,007,60.0
1490,그만때려요I,KR1,춘 식,0106,41.66666666666667
1491,그만때려요I,KR1,김말연,KR1,54.54545454545454
1492,영박민,KR1,군 필 럭 스,KR1,52.17391304347826
1493,설래단,KR1,탑에사는괴물,kr3,40.0
1494,설래단,KR1,쿠아링,KR2,66.66666666666666
1495,LAON LEE,K R,피크닉 애플,KR1,22.22222222222222
1496,아름다울 휘,KR1,장건박,잘박음,75.86206896551724
1497,너무하다 하늘아,1323,한지맨,KR1,33.33333333333333
1498,15defeated,KR1,킴 현백,KR1,46.666666666666664
1499,JWG Miju,KR1,불안초조준용,KR2,57.89473684210527
1500,75830929del,KR1,응우옌 푸 쫑,4094,53.333333333333336
1501,잘하자,KR123,먹기만 하는 아이,KR1,60.0
1502,바람은 왱왱왱,맘은잉잉잉,김수현,kor,63.33333333333333
1503,로밍가기싫은사람,KR1,지네장로,KR1,27.27272727272727
1504,시종일관,777,굉장해엉청나,KR1,63.63636363636363
1505,급식 먹는 블츠,KR1,유노사우르스,0225,64.28571428571429
1506,감타니 쇼헤이,KR1,웃으면서 하자,KR99,23.52941176470588
1507,감타니 쇼헤이,KR1,Dunkel,3333,30.76923076923077
1508,mute all,입털지마,흰색마스크,KR1,50.0
1509,태 리,0519,릭트쇼,7806,45.45454545454545
1510,PzZZang,천하제일검,Glück,ESFP,57.692307692307686
1511,송아쥐,KR1,Rosé,김시환,52.38095238095239
1512,푸른방,KR1,앵벌이버드,KR1,69.23076923076923
1513,포도잼,토스트,임재하,얼간이,40.909090909090914
1514,Monkey D Luffy,밀짚모자,니코팅,KR01,58.333333333333336
1515,김7I덕,KR1,Azubu Zoong,KR1,59.09090909090909
1516,산드라,KR1,짧은 악연,KR1,41.17647058823529
1517,세계대백과사전,KR1,황금사막,KR1,50.0
1518,정민똥꼬에성식고이추,6974,Januarius,KR1,53.333333333333336
1519,정민똥꼬에성식고이추,6974,어둠에 빠진자들을 사냥해볼까,KR12,58.333333333333336
1520,박 민 주,고우심,섹시한승주니,섹시승준,48.275862068965516
1521,환경말끔이,KR1,쭌 서,KR1,21.73913043478261
1522,기침과 화는 참지 않는다,KR2,칠봉진,KR1,45.45454545454545
1523,민듄이,KR1,빈센트 훔바훔바,9697,53.333333333333336
1524,벽넘어가면 ,KR1,티라노와트리케라톱스,강력합니다,69.23076923076923
1525,티문죠끝네,KOREA,채뿡빵이,KR1,51.85185185185185
1526,징징이,달래보던가,호들짝,KR1,39.285714285714285
1527,밍긔뉴,KR1,옆집 과부,KR1,50.0
1528,룰루소라카나미,2732,예비군 배수빈,1234,43.75
1529,말차라떼샷추가,0824,야스오주세요,KR123,50.0
1530,행복한심마니,KR1,onexn,0000,46.15384615384615
1531,행복한심마니,KR1,투신명림,KR1,75.0
1532,Erica,heath,이거일곱글자임,KR1,40.909090909090914
1533,브론즈카이사장인,KR1,꽈추킹,5772,60.0
1534,새벽 빛,KR1,보복운전기사,KR1,67.85714285714286
1535,돈 명예 여자,892,못참는댜,KR55,37.5
1536,돈 명예 여자,892,외로운 빵빵이,KR1,30.76923076923077
1537,코코넛파우더,9485,한로로,KR7,65.21739130434783
1538,메디컬실무,KR1,긍정적인 에너지,KR1,45.0
1539,릴 파,헌이1,캡틴 안,KR1,31.57894736842105
1540,꿀 돼,KR1,큭큭웃음,KR1,61.111111111111114
1541,센슨모신,KR1,닉 추,KR1,72.22222222222221
1542,한화이글스국밥충,KR1,노근대,KR1,53.333333333333336
1543,구 구 몽,1715,쑤이이,KR1,52.63157894736842
1544,리 신,df2,Hades,2500,60.0
1545,해안선,coast,toki4,0000,70.0
1546,city1,jojo,명란젖짱구,KR1,87.5
1547,탑게이,gay,異世界アイドル,IDOL,80.0
1548,땅 콩,작 콩,작 콩,땅 콩,46.666666666666664
1549,porory,KR0,또 모,또 모,100.0
1550,조은지,조은지우,부산거주중인박정욱,111,38.095238095238095
1551,덩 한,KR1,무형큐브,KR1,37.03703703703704
1552,약쟁이문도,KR 1,Solarbacca,1234,60.0
1553,허벌거덩,헤으응,장독대05,KR1,56.25
1554,허벌거덩,헤으응,베이스의 악마,0113,40.0
1555,idontwannabeyou,0000,윤석열이문재인걸이재명확히안철수,1980,56.666666666666664
1556,소하장량한신,KR1,다른 것은 없소,KR1,46.666666666666664
1557,정삼각형,KR1,냐 하,009,63.1578947368421
1558,권모술수권태성,1234,매력꾸러기,KR1,43.75
1559,형만이는다말려,KR1,빙하국콜라대장,KR1,75.0
1560,제발카정오지마,KR1,원인은정글차이,KR1,42.10526315789473
1561,칼바람만할끼야,KR1,최우형,KR1,90.0
1562,이렇게,이렇게,닉값을못하는유저,KR1,61.111111111111114
1563,보꾸지녕zzang,KR123,U1MU2,KR1,52.0
1564,아가 충일,KR1,볼베 정글,KR1,60.0
1565,넌 나한테 죽는다,KR2,우기예요,KR1,58.333333333333336
1566,조민혁최고,KR1,죽게놔둘거냐,KR1,47.05882352941176
1567,봉 봉,KR4,dlaldwn,1004,23.076923076923077
1568,영미소설및영어교육,C00,종연 피날레,KR1,72.22222222222221
1569,별빛난세,KR1,우럭생선회,KR1,61.53846153846154
1570,김도근 01,KR1,김도근 01,KR2,32.142857142857146
1571,소년가장 한경훈부캐,롤로노아,귤은 영어로 긔을,KR1,45.45454545454545
1572,교민공,0000,공민짜짜이,02442,62.06896551724138
1573,1일1솔랭,KR1,siktak,2200,60.0
1574,응니새끼발가락,KR1,큐트아린,KR1,33.33333333333333
1575,빵속에 순우유,KR1,탱글탱그랩,SASY,66.66666666666666
1576,빵속에 순우유,KR1,KFC얼음도둑조수,KR1,42.857142857142854
1577,르블린,KR1,브라우니잠만보,KR3,46.42857142857143
1578,조빵도,0224,창더기,KR1,53.333333333333336
1579,2763561305122080,KR1,애기티벳여우,귀여움,80.0
1580,TMfahdjqtdma,KR1,wuwu,adc,43.47826086956522
1581,Bin비니,KR1,binbing,KR1,53.333333333333336
1582,3cm,내 길이,만수무강하세요,KP1,100.0
1583,어둠의인도자 야스오,KR11,피 즈,8287,54.54545454545454
1584,섹하윤,0406,김따정,0307,60.0
1585,호시노 아이,K R1,총기난사 경종기원,6974,58.82352941176471
1586,호시노 아이,K R1,사랑의정훈핑,하츄핑,69.23076923076923
1587,넌이런내마음몰라,KRDM,대가리박기공룡,벨로시랩터,63.63636363636363
1588,하 냥,KR4,민둥멜둥,0880,50.0
1589,카이팅 멈춰,KR1,딜이살길이다,KR1,64.0
1590,xingfu yu aiqing,KR1,Rose,11107,68.18181818181817
1591,김연우는그라가스,KR1,쓰레기,장원빈,50.0
1592,CallmeK,KR1,Youtube RT J,RT J,53.333333333333336
1593,Red,00120,ghwls,0608,68.42105263157895
1594,김중근형법총론,KR1,감 귤,5090,76.47058823529412
1595,멂 봐,KR1,방애란,ABC,64.28571428571429
1596,퇴물 백띵현,KR1,대훈이의쌈바교실,KR1,60.71428571428571
1597,시 현,syeon,47990997del,KR1,72.72727272727273
1598,가영이물조절장인,KR1,상 현,깽 미,58.333333333333336
1599,Afortunado,KR1,죽기장인,abcd,25.0
